Stn,date,year,julianweek,month,chl,temp,TKN,TP,Secchi,Kd,TotalPhyto
B,20/05/2015,2015,20,5,11.48,19.2,0.381,0.016,1.5,1.02,4034.17
B,3/6/2015,2015,22,6,11.72,18.7,0.437,0.0429,1.4,0.93,3068.99
B,17/06/2015,2015,24,6,5.81,21.7,0.53,0.022,1.75,1.04,925.02
B,30/06/2015,2015,25,6,8.44,20.23,0.537,0.024,1.6,1.19,1384.34
B,14/07/2015,2015,27,7,12.7,24.4,0.463,0.022,1.75,1.06,5480.96
B,28/07/2015,2015,29,7,11.94,24.4,0.428,0.024,1.5,1.18,2705.35
B,11/8/2015,2015,31,8,23.27,24.2,0.459,0.026,1,1.64,4273.21
B,26/08/2015,2015,34,8,35.02,23.6,0.457,0.03,0.8,1.68,9518.44
B,9/9/2015,2015,36,9,20.03,25.2,0.441,0.02,1,1.32,6596.43
B,23/09/2015,2015,38,9,20.71,20.7,0.468,0.029,1.25,1.27,4324.61
B,6/10/2015,2015,39,10,17.72,14.3,0.328,0.025,1.4,1.06,6851.05
B,21/10/2015,2015,42,10,10.76,11.1,0.436,0.016,1.6,0.92,2473.9
B,3/5/2016,2016,17,5,2.29,10.98,0.311,0.01,2.75,0.76,
B,17/05/2016,2016,19,5,8.26,13.99,0.35,0.014,1.9,0.84,
B,31/05/2016,2016,21,5,4.73,21.7,0.324,0.011,2.5,0.66,
B,15/06/2016,2016,23,6,15.63,18.68,0.404,0.018,1.6,1.04,
B,28/06/2016,2016,25,6,5.89,24.39,0.446,0.025,1.85,1.05,
B,26/07/2016,2016,29,7,16.72,24.8,0.409,0.081,0.75,1.71,
B,9/8/2016,2016,31,8,29.42,25.31,0.44,0.036,1.1,1.51,
B,23/08/2016,2016,33,8,23.92,23.94,0.39,0.057,0.9,1.99,
B,7/9/2016,2016,35,9,19.34,23.93,0.45,0.027,1.3,1.11,
B,20/09/2016,2016,37,9,28.46,22.23,0.428,0.05,1,1.49,
B,4/10/2016,2016,39,10,34.15,17.6,0.456,0.025,1.25,1.4,
B,20/10/2016,2016,42,10,16.53,15.36,0.471,0.03,1.21,1.14,
B,3/5/2017,2017,17,5,4.25,12.14,0.346,0.015,1.5,0.94,593.53
B,7/6/2017,2017,22,6,5.58,18.84,0.482,0.047,2.3,0.9,1030.18
B,12/7/2017,2017,27,7,9.77,23.81,0.417,0.011,1.5,0.95,1895.13
B,9/8/2017,2017,31,8,21.75,22.04,0.497,0.0316,1.5,0.95,4082.49
B,6/9/2017,2017,35,9,11.34,19.89,0.415,0.028,1.6,0.69,4230.03
B,2/10/2017,2017,39,10,17.43,18.8,0.423,0.103,1.5,1.84,1298.27
B,7/11/2017,2017,44,11,5.86,9.12,0.406,0.016,1.75,1.1,821.18
B,1/5/2018,2018,17,5,4.15,10.14,0.285,0.034,2,0.86,817.84
B,29/05/2018,2018,21,5,8.55,22.43,0.363,0.014,2,0.97,1263.67
B,26/06/2018,2018,25,6,5.17,22.74,0.503,0.026,2.1,1.21,714.32
B,26/07/2018,2018,29,7,17.58,25.69,0.436,0.043,1,1.7,5727.5
B,23/08/2018,2018,33,8,36.78,24.13,0.407,0.032,1.2,,3690.34
B,19/09/2018,2018,37,9,20.67,23.14,0.368,0.019,1.4,1.08,4553.35
B,30/10/2018,2018,43,10,7.46,6.51,0.387,0.03,2.75,0.94,1034.63
Bns,3/5/2017,2017,17,5,3.07,12.85,0.345,0.014,1.9,0.88,565.84
Bns,7/6/2017,2017,22,6,8.54,18.9,0.381,0.0309,2.3,0.87,1561.8
Bns,12/7/2017,2017,27,7,13.86,24.27,0.403,0.031,1.5,1.02,2354.14
Bns,9/8/2017,2017,31,8,21.24,23.35,0.456,0.0516,1.5,1.02,4060.94
Bns,6/9/2017,2017,35,9,7.73,19.93,0.411,0.0295,1.9,1.27,3592.44
Bns,2/10/2017,2017,39,10,12.14,19.24,0.438,0.0317,1.5,0.82,2863.16
Bns,7/11/2017,2017,44,11,3.93,9.03,0.404,0.0165,2.6,0.99,356.76
Bns,1/5/2018,2018,17,5,3.05,10.27,0.298,0.0187,2,0.86,316
Bns,29/05/2018,2018,21,5,7.9,22.49,0.36,0.0104,2.4,0.74,1592.16
Bns,26/06/2018,2018,25,6,5.72,22.79,0.456,0.0312,2.2,0.78,1392.89
Bns,26/07/2018,2018,29,7,23.61,26.4,0.419,0.0405,1.2,1.3,4506.92
Bns,23/08/2018,2018,33,8,22.39,24.07,0.368,0.0358,1,,3845.78
Bns,19/09/2018,2018,37,9,20.88,23.12,0.385,0.0385,1.1,1.25,2089.9
Bns,30/10/2018,2018,43,10,6.99,6.26,0.431,0.0209,2.75,0.99,1619.62
C,18/05/1972,1972,20,5,22,13.1,0.56,0.0305,1.9,1.1,
C,23/05/1972,1972,20,5,3.4,17.2,0.5,0.0245,2.3,0.77,
C,30/05/1972,1972,22,5,5.8,12,0.41,0.0165,3.3,0.67,
C,6/6/1972,1972,22,6,,13.5,0.41,0.018,3.1,0.43,
C,12/6/1972,1972,24,6,,9.8,0.35,0.017,3.2,0.63,
C,19/06/1972,1972,24,6,1.6,16.6,0.39,0.0195,2.9,0.66,
C,27/06/1972,1972,26,6,4.1,13.5,0.455,0.0125,3.3,0.67,
C,5/7/1972,1972,26,7,12,15.8,0.465,0.028,2.2,0.9,
C,11/7/1972,1972,28,7,3.5,14.5,0.3,0.0155,4,0.51,
C,18/07/1972,1972,28,7,4.4,18.5,0.36,0.0215,2.9,0.79,
C,25/07/1972,1972,30,7,4.1,18.4,0.475,0.0215,3.8,0.52,
C,1/8/1972,1972,30,8,8.7,21,0.55,0.051,2.9,0.4,
C,9/8/1972,1972,32,8,11,19.8,0.44,0.026,2.9,0.72,
C,15/08/1972,1972,32,8,10,19.5,0.275,0.0185,3,0.67,
C,22/08/1972,1972,34,8,9.2,19.4,0.46,0.016,2.6,0.53,
C,29/08/1972,1972,34,8,4.2,19,0.335,0.0185,4.2,0.44,
C,6/9/1972,1972,36,9,32,20,0.51,0.0295,2.6,0.66,
C,6/9/1972,1972,36,9,32,20,0.51,0.0295,2.6,0.66,
C,12/9/1972,1972,36,9,8,19.3,0.365,0.022,2.8,0.71,
C,12/9/1972,1972,36,9,8,19.3,0.365,0.022,2.8,0.71,
C,19/09/1972,1972,38,9,8.2,18.4,0.435,0.0225,3,0.54,
C,26/09/1972,1972,38,9,0.25,17.5,0.39,0.022,3.7,0.52,
C,3/10/1972,1972,40,10,19,16.4,0.385,0.021,3,0.56,
C,2/5/1973,1973,18,5,3.9,8.8,0.44,0.0525,3.1,0.89,3302
C,8/5/1973,1973,18,5,4.5,8,0.465,0.029,2.6,0.79,6014
C,15/05/1973,1973,20,5,4.4,8.8,0.37,0.0255,3.2,0.61,4316
C,23/05/1973,1973,20,5,6,10,0.365,0.0225,3,0.69,1873
C,29/05/1973,1973,22,5,3.7,11.8,0.375,0.026,2.2,0.42,1227
C,5/6/1973,1973,22,6,4.8,12.4,0.29,0.0185,2.9,0.53,1278
C,12/6/1973,1973,24,6,4.3,10.8,0.28,0.0155,3.7,0.51,933
C,19/06/1973,1973,24,6,8,14.4,0.365,0.0175,2.7,0.59,689
C,26/06/1973,1973,26,6,5.2,17,0.345,0.0225,2.6,0.56,1276
C,4/7/1973,1973,26,7,3.1,20.3,0.375,0.019,2.5,0.6,2004
C,10/7/1973,1973,28,7,4.3,20.1,0.34,0.019,2.8,0.87,631
C,17/07/1973,1973,28,7,6.2,20.1,0.28,0.014,2.4,0.74,456
C,24/07/1973,1973,30,7,3.1,22.6,0.35,0.0215,2.8,0.54,742
C,31/07/1973,1973,30,7,5.6,21.7,0.385,0.026,2.5,0.76,1446
C,8/8/1973,1973,32,8,14.5,22.7,0.335,0.0225,2.4,0.55,3889
C,14/08/1973,1973,32,8,9.2,22.6,0.28,0.0315,2.9,0.72,4503
C,21/08/1973,1973,34,8,3.3,23.5,0.255,0.0315,2.4,0.6,963
C,28/08/1973,1973,34,8,5.6,22.7,0.37,0.0335,2.7,0.58,601
C,5/9/1973,1973,36,9,9.8,24.3,0.47,0.0325,2.4,0.62,1594
C,11/9/1973,1973,36,9,14,20.1,0.305,0.0305,3.1,0.69,5733
C,18/09/1973,1973,38,9,13,18.5,0.365,0.032,2.8,0.64,2145
C,25/09/1973,1973,38,9,12.5,17.2,0.28,0.0265,2.8,0.51,2080
C,2/10/1973,1973,40,10,13,17,0.76,0.035,3,0.64,2638
C,10/10/1973,1973,40,10,12.5,16.5,0.52,0.0515,3.2,0.64,3629
C,7/5/1974,1974,18,5,3,5.8,0.365,0.0205,2,0.67,1828
C,14/05/1974,1974,20,5,5.9,7,0.35,0.017,1.5,0.81,3138
C,22/05/1974,1974,20,5,8.5,12.8,0.32,0.018,2.3,1.03,4242
C,28/05/1974,1974,22,5,4.3,9.1,0.305,0.0185,3.1,0.75,2824
C,4/6/1974,1974,22,6,6.4,13.5,0.3,0.0175,2.2,0.86,2663
C,11/6/1974,1974,24,6,4.3,13,0.265,0.015,2.4,0.73,1112
C,18/06/1974,1974,24,6,3.7,12.6,0.295,0.0185,2.5,0.77,1782
C,25/06/1974,1974,26,6,3.3,15.2,0.39,0.022,2.4,0.74,1245
C,3/7/1974,1974,26,7,2.8,14.5,0.32,0.0175,3.5,0.69,1620
C,9/7/1974,1974,28,7,3.3,16,0.305,0.015,2.9,0.64,1560
C,16/07/1974,1974,28,7,5,17.6,0.265,0.014,3,0.63,543
C,23/07/1974,1974,30,7,5.5,18.6,0.365,0.022,1.9,0.63,1513
C,30/07/1974,1974,30,7,13,19.2,0.3,0.025,2.4,0.64,1846
C,7/8/1974,1974,32,8,3,19.6,0.25,0.0255,3.3,0.54,1060
C,13/08/1974,1974,32,8,5.3,20.6,0.285,0.019,2.4,0.72,907
C,20/08/1974,1974,34,8,5.8,21.3,0.35,0.025,1.8,0.87,1597
C,27/08/1974,1974,34,8,7.3,22,0.34,0.0285,1.9,0.86,1524
C,4/9/1974,1974,36,9,7,19.3,0.365,,2.4,0.68,2285
C,10/9/1974,1974,36,9,10,19.6,0.34,0.0695,2.5,0.66,
C,17/09/1974,1974,38,9,5.8,18.2,0.25,0.023,2.7,0.63,1167
C,24/09/1974,1974,38,9,8.3,15.9,0.365,0.0355,2.5,0.72,2016
C,2/10/1974,1974,40,10,7.5,14.5,0.82,0.03,3,0.66,3245
C,8/10/1974,1974,40,10,7.3,13.2,0.45,0.025,2.7,0.64,2832
C,13/05/1975,1975,20,5,10,11,0.43,0.0655,2,0.99,2529
C,20/05/1975,1975,20,5,4,11.6,0.465,0.017,2.5,0.87,2163
C,27/05/1975,1975,22,5,5.5,14.4,0.34,0.0145,2.2,0.85,3037
C,4/6/1975,1975,22,6,9.3,12.4,0.31,0.0185,2.4,0.81,3083
C,10/6/1975,1975,24,6,6.7,14.1,0.345,0.016,3,0.61,1150
C,17/06/1975,1975,24,6,4.4,14.3,0.3,0.0145,2.5,0.6,1428
C,24/06/1975,1975,26,6,4.3,17.7,0.355,0.0175,2.1,0.68,1869
C,2/7/1975,1975,26,7,3.4,20.4,0.36,0.0155,1.6,0.68,671
C,8/7/1975,1975,28,7,7.1,22.3,0.395,0.023,1.6,0.91,2247
C,15/07/1975,1975,28,7,5.2,20.3,0.315,0.019,1.6,0.74,695
C,22/07/1975,1975,30,7,5.2,21.5,0.31,0.0235,2.6,0.67,983
C,29/07/1975,1975,30,7,,21.1,0.35,0.0185,3,0.66,1902
C,6/8/1975,1975,32,8,5.2,22.2,0.27,0.025,2.6,0.56,1338
C,12/8/1975,1975,32,8,9,21.3,0.295,0.0235,2.3,0.71,5327
C,19/08/1975,1975,34,8,9.5,20.6,0.265,0.0235,2.2,0.4,3161
C,26/08/1975,1975,34,8,6.6,20.8,0.285,0.0265,2.3,0.54,2724
C,3/9/1975,1975,36,9,5,19.5,0.34,0.0235,3,0.62,1880
C,9/9/1975,1975,36,9,12,18,0.3,0.0215,3,0.75,1848
C,16/09/1975,1975,38,9,10,16.7,0.285,0.0225,2.7,0.65,5191
C,23/09/1975,1975,38,9,7.5,15.7,0.325,0.0255,4,0.51,1238
C,1/10/1975,1975,40,10,4.4,14.8,0.28,0.023,3.5,0.46,
C,7/10/1975,1975,40,10,7.4,14.1,0.315,0.0245,3.2,0.65,2627
C,21/04/1976,1976,16,4,9.8,,0.405,0.0215,2.6,,5999
C,28/04/1976,1976,18,4,6.9,,0.395,0.019,2.6,,1184
C,4/5/1976,1976,18,5,6.6,4.9,0.345,0.014,3.2,0.59,
C,12/5/1976,1976,20,5,14,5.4,0.33,0.0185,3.2,0.39,
C,18/05/1976,1976,20,5,8.3,8,0.315,0.0135,2.1,0.56,
C,26/05/1976,1976,22,5,11,9.4,0.415,0.0275,2.4,0.88,2862
C,1/6/1976,1976,22,6,6,11,0.315,0.0175,2.6,0.51,2479
C,8/6/1976,1976,22,6,5.7,10.7,0.385,0.0185,3.5,0.5,552
C,16/06/1976,1976,24,6,7.2,12.9,0.325,0.015,2.9,0.47,783
C,22/06/1976,1976,24,6,6,16,0.335,0.016,2.9,0.47,1211
C,29/06/1976,1976,26,6,5.6,18.5,0.34,0.017,2.2,0.7,4559
C,6/7/1976,1976,26,7,3.7,19,0.335,0.023,3.3,0.49,909
C,13/07/1976,1976,28,7,9.5,18.3,0.34,0.0185,2,0.92,550
C,20/07/1976,1976,28,7,4,14.8,0.25,0.014,4.4,0.47,13180
C,28/07/1976,1976,30,7,7.9,17.6,0.325,0.02,2.6,0.72,4777
C,3/8/1976,1976,30,8,20,19,0.335,0.024,3,0.6,1847
C,10/8/1976,1976,32,8,,18.6,0.335,0.021,2.7,0.58,4141
C,18/08/1976,1976,34,8,14,18.9,0.32,0.022,2,0.8,4735
C,24/08/1976,1976,34,8,6.4,20.2,0.185,0.0245,2.3,0.72,4552
C,31/08/1976,1976,34,8,5,18.5,0.27,0.0285,3.2,0.54,687
C,8/9/1976,1976,36,9,7.7,17.8,0.255,0.0215,3.1,0.58,1785
C,14/09/1976,1976,36,9,5.8,18.5,0.25,0.027,2.3,0.58,3035
C,21/09/1976,1976,38,9,7.3,17.9,0.28,0.021,3.8,0.56,1989
C,28/09/1976,1976,38,9,3.5,13.5,0.28,0.0285,3.5,0.52,662
C,6/10/1976,1976,40,10,7.2,15.1,0.305,0.0235,4.1,0.51,3145
C,13/10/1976,1976,42,10,6.5,13.6,0.355,0.028,3.2,0.65,2532
C,3/5/1977,1977,18,5,,5.3,0.385,0.0215,3.5,0.53,4921
C,10/5/1977,1977,18,5,5.7,6.9,0.525,0.022,2.7,0.76,3303
C,17/05/1977,1977,20,5,9.9,7.1,0.39,0.0165,3.1,0.52,3961
C,25/05/1977,1977,20,5,5.8,11,0.335,0.015,3,0.54,682
C,31/05/1977,1977,22,5,3.3,12.7,0.305,0.013,4.1,0.49,2111
C,7/6/1977,1977,22,6,4,11.5,0.33,0.021,3.8,0.54,506
C,14/06/1977,1977,24,6,5.4,14.1,0.37,0.013,3.7,0.57,1350
C,21/06/1977,1977,24,6,5,10,0.32,0.019,4.2,0.51,557
C,28/06/1977,1977,26,6,5.3,16.8,0.345,0.013,3.7,0.54,686
C,5/7/1977,1977,26,7,6.5,14.1,0.31,0.014,3.9,0.43,1267
C,12/7/1977,1977,28,7,3.6,18,0.315,0.0165,4,0.4,1295
C,19/07/1977,1977,28,7,5.4,20,0.35,0.0215,3.9,0.41,472
C,26/07/1977,1977,30,7,4.2,16.7,0.34,0.0185,4,0.39,1032
C,3/8/1977,1977,30,8,3.9,19.9,0.355,0.0305,4.4,0.39,1075
C,9/8/1977,1977,32,8,7.6,20.6,0.295,0.023,3,0.64,1270
C,16/08/1977,1977,32,8,10.4,20.7,0.295,0.022,2.8,0.65,1022
C,23/08/1977,1977,34,8,8.3,18.4,0.39,0.025,3.3,0.5,1885
C,30/08/1977,1977,34,8,8.9,19.6,0.285,0.0255,3.9,0.47,2373
C,7/9/1977,1977,36,9,12.4,20.3,0.31,0.0255,3.6,0.72,13904
C,13/09/1977,1977,36,9,6.6,19,0.265,0.0285,3.5,0.66,925
C,20/09/1977,1977,38,9,7.4,18.5,0.46,0.022,3,0.5,1621
C,27/09/1977,1977,38,9,7.5,16.4,0.23,0.0225,3.5,0.53,1700
C,4/10/1977,1977,40,10,7.5,15.5,0.245,0.027,2.9,0.5,3658
C,12/10/1977,1977,40,10,8.6,13.5,0.31,0.03,4.8,0.5,2835
C,1/12/1977,1977,48,12,,,0.365,0.0235,3.7,,2980
C,9/2/1978,1978,6,2,,,,,,,244
C,2/5/1978,1978,18,5,3.2,4,0.49,0.0213,2.6,0.81,
C,9/5/1978,1978,18,5,7,7.1,0.38,0.0177,1.8,0.96,
C,16/05/1978,1978,20,5,5.9,7,0.42,0.0175,3,0.73,
C,24/05/1978,1978,20,5,3.9,13.4,0.29,0.009,2.1,0.69,
C,30/05/1978,1978,22,5,6.4,16,0.42,0.016,2,0.82,
C,6/6/1978,1978,22,6,2.2,7.5,0.295,0.015,4.5,0.45,
C,13/06/1978,1978,24,6,4.7,10,0.295,0.011,3.4,0.45,
C,20/06/1978,1978,24,6,6.1,12.5,0.31,0.016,4,0.55,
C,27/06/1978,1978,26,6,4,14,0.287,0.009,3.1,0.51,
C,5/7/1978,1978,26,7,5.4,18,0.32,0.018,3,0.59,
C,11/7/1978,1978,28,7,5,15.3,0.373,0.0293,4.4,0.54,
C,18/07/1978,1978,28,7,3.9,19.5,0.34,0.0163,3.9,0.51,
C,25/07/1978,1978,30,7,4.9,19.4,0.303,0.0193,3.8,0.5,
C,1/8/1978,1978,30,8,8,20.4,0.297,0.0163,4,0.51,
C,9/8/1978,1978,32,8,4,20,0.275,0.018,4,0.49,
C,15/08/1978,1978,32,8,10.1,21.7,0.277,0.019,2.5,0.71,
C,22/08/1978,1978,34,8,7.9,22,0.293,0.024,3,0.61,
C,29/08/1978,1978,34,8,7.1,21,0.303,0.022,3,0.61,
C,6/9/1978,1978,36,9,13.2,20.4,0.15,0.0177,2.4,0.92,
C,13/09/1978,1978,36,9,8.6,18.7,0.29,0.018,3.7,0.54,
C,19/09/1978,1978,38,9,8,17,0.33,0.022,4,0.52,
C,26/09/1978,1978,38,9,13.1,16.6,0.317,0.0265,3.3,0.69,
C,4/10/1978,1978,40,10,20.9,15.1,0.413,0.0343,2.8,0.77,
C,3/5/1979,1979,18,5,7.7,6.7,0.383,0.0165,2.8,,
C,11/5/1979,1979,18,5,5.3,15.5,0.41,0.0163,2.4,0.85,
C,16/05/1979,1979,20,5,5.6,9.5,0.4,0.018,2.9,0.66,
C,24/05/1979,1979,20,5,4.7,11.6,0.363,0.0153,2.5,0.94,
C,30/05/1979,1979,22,5,5.5,11.3,0.327,0.013,3,0.63,
C,6/6/1979,1979,22,6,6.4,13.5,0.36,0.0177,2.4,0.78,
C,13/06/1979,1979,24,6,6.9,11,0.317,0.0117,3,0.63,
C,20/06/1979,1979,24,6,6.2,14,0.347,0.019,4,0.5,
C,28/06/1979,1979,26,6,7.6,14,0.343,0.0143,2,0.64,
C,4/7/1979,1979,26,7,6.1,16.5,0.31,0.0097,2.5,0.64,
C,11/7/1979,1979,28,7,10.7,17.2,0.27,0.013,2.3,0.53,
C,18/07/1979,1979,28,7,6.8,20,0.357,0.0145,2.2,0.58,
C,25/07/1979,1979,30,7,7,21,0.343,0.0193,1.6,0.85,
C,31/07/1979,1979,30,7,6.5,19.5,0.297,0.0107,2.1,0.58,
C,8/8/1979,1979,32,8,9.8,21.9,0.337,0.0287,2.8,0.58,
C,15/08/1979,1979,32,8,7.7,19,0.297,0.02,3.1,0.44,
C,21/08/1979,1979,34,8,14.7,18.6,0.707,0.0443,2.3,0.64,
C,30/08/1979,1979,34,8,8.7,19.5,0.307,0.018,3.1,0.64,
C,6/9/1979,1979,36,9,10.7,20.5,0.283,0.0197,2,0.34,
C,12/9/1979,1979,36,9,10.3,18.7,0.29,0.02,2.6,0.56,
C,19/09/1979,1979,38,9,18.5,17.1,0.363,0.0273,2,0.42,
C,27/09/1979,1979,38,9,16,16.2,0.33,0.025,2.2,0.87,
C,15/10/1979,1979,42,10,,,,,,,
C,15/11/1979,1979,46,11,,,,,,,
C,23/04/1980,1980,16,4,,,,,,,
C,1/5/1980,1980,18,5,11.9,10.9,0.477,0.027,1.7,,
C,7/5/1980,1980,18,5,7.6,9.7,0.423,0.024,2,,
C,14/05/1980,1980,20,5,6.7,8.5,0.38,0.0155,2.5,0.7,
C,23/05/1980,1980,20,5,6.8,10.5,0.365,0.018,2.9,0.69,
C,27/05/1980,1980,22,5,4.3,11.9,0.353,0.0307,2.8,0.6,
C,6/6/1980,1980,22,6,6.1,,0.37,0.016,2.5,,
C,11/6/1980,1980,24,6,4.9,9.9,0.313,0.017,3.5,0.55,
C,18/06/1980,1980,24,6,6.7,11,0.305,0.013,3.5,0.54,
C,25/06/1980,1980,26,6,3.9,14.5,0.315,0.0153,3.2,0.5,
C,3/7/1980,1980,26,7,9,17,0.37,0.0173,2,0.72,
C,9/7/1980,1980,28,7,9.2,15.7,0.327,,2.4,0.63,
C,16/07/1980,1980,28,7,7.5,16,0.293,0.0143,3.2,0.54,
C,23/07/1980,1980,30,7,6.9,19.5,0.313,0.032,2.8,0.56,
C,31/07/1980,1980,30,7,10.8,20.5,0.34,0.06,1.9,0.7,
C,6/8/1980,1980,32,8,14.7,22.9,0.31,0.017,1.5,0.78,
C,13/08/1980,1980,32,8,14.3,22.3,0.327,0.0143,2,0.71,
C,21/08/1980,1980,34,8,15.2,22,0.35,0.0167,2,0.82,
C,27/08/1980,1980,34,8,17.7,22.5,0.283,0.0145,1.8,0.78,
C,3/9/1980,1980,36,9,16.1,22,0.283,0.0187,2.1,0.83,
C,10/9/1980,1980,36,9,16.9,19.9,0.315,0.0143,2,0.71,
C,17/09/1980,1980,38,9,8.6,18.2,0.28,0.0327,2.5,0.54,
C,24/09/1980,1980,38,9,9.3,17.7,0.303,0.0195,3,0.6,
C,1/10/1980,1980,40,10,9,16.2,0.293,0.016,2.9,0.61,
C,6/5/1981,1981,18,5,6.5,6.3,0.443,0.0223,2.9,0.54,
C,13/05/1981,1981,20,5,6.1,7.5,0.375,0.0403,2.9,0.59,
C,21/05/1981,1981,20,5,5.7,8.7,0.327,0.0213,2.1,0.51,
C,27/05/1981,1981,22,5,6.4,9.5,0.32,0.016,3.5,0.51,
C,3/6/1981,1981,22,6,5.1,13.3,0.29,0.017,2.8,0.52,
C,10/6/1981,1981,24,6,4.7,10.6,0.305,0.016,3.2,0.41,
C,17/06/1981,1981,24,6,7.2,13.5,0.29,0.018,2.5,0.54,
C,24/06/1981,1981,26,6,4,14.5,0.307,0.0193,3.5,0.47,
C,1/7/1981,1981,26,7,8.1,17.3,0.33,0.021,3.3,0.58,
C,8/7/1981,1981,28,7,3.7,18,0.277,0.0215,3.5,0.47,
C,15/07/1981,1981,28,7,12.2,19.5,0.367,0.0213,2.2,0.7,
C,23/07/1981,1981,30,7,7.4,19.8,0.32,0.0233,1.8,0.75,
C,30/07/1981,1981,30,7,8.5,20.2,0.267,0.0193,2.1,0.63,
C,5/8/1981,1981,32,8,8.7,20.9,0.275,0.0183,2.6,0.63,
C,12/8/1981,1981,32,8,11.1,21.5,0.267,0.0173,2.9,0.58,
C,19/08/1981,1981,34,8,14.2,21,0.297,0.0197,2.5,0.74,
C,26/08/1981,1981,34,8,10.8,21.5,0.287,0.019,2.2,0.68,
C,2/9/1981,1981,36,9,13.4,21.9,0.247,0.0153,2,0.69,
C,10/9/1981,1981,36,9,11.2,19,0.275,0.0223,2.5,0.51,
C,17/09/1981,1981,38,9,17.6,18,0.32,0.0313,1.9,0.7,
C,23/09/1981,1981,38,9,13.1,16.4,0.285,0.0273,2.6,0.5,
C,30/09/1981,1981,40,9,11.5,15.3,0.32,0.0365,2.7,0.87,
C,7/5/1982,1982,18,5,,,0.357,0.018,2.8,,
C,13/05/1982,1982,20,5,5.8,12.5,0.39,0.0175,2.4,0.71,
C,19/05/1982,1982,20,5,3.5,14.2,0.393,0.0167,2.8,0.52,
C,27/05/1982,1982,22,5,5.2,15.7,0.387,0.0155,2.6,0.47,
C,2/6/1982,1982,22,6,5.9,14.7,0.36,0.0207,2.6,0.75,
C,9/6/1982,1982,22,6,3.8,15.7,0.35,0.0197,3,0.6,
C,16/06/1982,1982,24,6,5.1,10.9,0.333,0.014,3,0.52,
C,23/06/1982,1982,24,6,5.9,14.4,0.335,0.0125,2.7,0.71,
C,30/06/1982,1982,26,6,6.1,16.7,0.33,0.025,3,0.65,
C,7/7/1982,1982,26,7,4.6,15.2,0.37,0.031,2.8,0.46,
C,14/07/1982,1982,28,7,3.6,16.5,0.29,0.0125,4,0.43,
C,21/07/1982,1982,28,7,3.1,19.9,0.303,,3.2,0.58,
C,27/07/1982,1982,30,7,6.1,20.2,0.29,0.018,3,0.6,
C,4/8/1982,1982,30,8,9.3,20.8,0.33,0.0155,2.3,0.68,
C,11/8/1982,1982,32,8,7.4,19,0.273,0.01,2.9,0.59,
C,18/08/1982,1982,32,8,6.5,20.6,0.31,0.0177,2.5,0.61,
C,26/08/1982,1982,34,8,6.9,,0.38,0.022,3,0.43,
C,2/9/1982,1982,36,9,5.9,18.8,0.293,0.0177,3,0.35,
C,9/9/1982,1982,36,9,8.9,17.5,0.303,0.0127,3.4,0.49,
C,15/09/1982,1982,36,9,9.9,18.6,0.36,0.0187,2.5,0.46,
C,23/09/1982,1982,38,9,8.1,17.1,0.363,0.028,3,0.5,
C,29/09/1982,1982,38,9,6.7,16.6,0.33,0.0125,2.8,0.46,
C,11/5/1983,1983,18,5,11.2,,0.38,0.0177,2.8,,
C,25/05/1983,1983,20,5,8.8,,0.363,0.0153,2.9,0.43,
C,7/6/1983,1983,22,6,6.7,,0.25,0.012,3.3,0.46,
C,21/06/1983,1983,24,6,3.6,,0.31,0.027,3.9,0.52,
C,5/7/1983,1983,26,7,6.3,,0.273,0.0123,3.2,0.55,
C,19/07/1983,1983,28,7,7.5,,0.307,0.0183,2.2,0.57,
C,3/8/1983,1983,30,8,7.1,,0.277,0.011,3.2,0.55,
C,16/08/1983,1983,32,8,7.5,,0.293,0.017,2.9,0.52,
C,31/08/1983,1983,34,8,23.9,,0.403,0.0167,1.8,0.86,
C,13/09/1983,1983,36,9,7.5,,0.287,0.0197,2.6,0.54,
C,27/09/1983,1983,38,9,7.8,,0.245,0.0155,3.7,0.5,
C,20/10/1983,1983,42,10,,,0.285,0.0275,4,,
C,9/5/1984,1984,18,5,4.9,,0.285,0.0137,3.1,0.44,
C,23/05/1984,1984,20,5,4.7,,0.337,0.0203,2.1,0.54,
C,5/6/1984,1984,22,6,4.5,,0.327,0.0157,2.7,0.49,
C,19/06/1984,1984,24,6,5.4,,0.347,0.01,2.5,0.38,
C,4/7/1984,1984,26,7,4.4,,0.36,0.011,3.9,0.44,
C,17/07/1984,1984,28,7,6,,0.337,0.0133,3.5,0.41,
C,30/07/1984,1984,30,7,6,,0.333,0.0135,2.1,0.58,
C,14/08/1984,1984,32,8,8,,0.32,0.0157,1.5,0.63,
C,28/08/1984,1984,34,8,27.3,,0.327,0.0153,1.2,1.03,
C,13/09/1984,1984,36,9,16.1,,0.36,0.0167,2,0.67,
C,27/09/1984,1984,38,9,7.3,,0.257,0.0125,3.2,0.52,
C,16/05/1985,1985,20,5,8.1,,0.34,0.0115,2.9,0.74,
C,29/05/1985,1985,22,5,4.7,,0.32,0.0135,5,0.42,
C,12/6/1985,1985,24,6,4.7,,0.315,0.013,4.1,0.54,
C,26/06/1985,1985,26,6,4.6,,0.287,0.0115,5.2,0.4,
C,10/7/1985,1985,28,7,4.6,,0.33,0.0133,4.6,0.46,
C,24/07/1985,1985,30,7,4.9,,0.32,0.012,4,0.42,
