x,y,STATION_NAME,CLIMATE_IDENTIFIER,ID,LOCAL_DATE,PROVINCE_CODE,LOCAL_YEAR,LOCAL_MONTH,LOCAL_DAY,MEAN_TEMPERATURE,MEAN_TEMPERATURE_FLAG,MIN_TEMPERATURE,MIN_TEMPERATURE_FLAG,MAX_TEMPERATURE,MAX_TEMPERATURE_FLAG,TOTAL_PRECIPITATION,TOTAL_PRECIPITATION_FLAG,TOTAL_RAIN,TOTAL_RAIN_FLAG,TOTAL_SNOW,TOTAL_SNOW_FLAG,SNOW_ON_GROUND,SNOW_ON_GROUND_FLAG,DIRECTION_MAX_GUST,DIRECTION_MAX_GUST_FLAG,SPEED_MAX_GUST,SPEED_MAX_GUST_FLAG,COOLING_DEGREE_DAYS,COOLING_DEGREE_DAYS_FLAG,HEATING_DEGREE_DAYS,HEATING_DEGREE_DAYS_FLAG,MIN_REL_HUMIDITY,MIN_REL_HUMIDITY_FLAG,MAX_REL_HUMIDITY,MAX_REL_HUMIDITY_FLAG
-77.53333333333333,44.11666666666667,TRENTON A,6158875,6158875.1964.6.6,1964-06-06 00:00:00,ON,1964,6,6,12,,2.2,,21.7,,0,,0,,0,,0,,0,,0,,0,,6,,32,,95,
-77.53333333333333,44.11666666666667,TRENTON A,6158875,6158875.1964.6.7,1964-06-07 00:00:00,ON,1964,6,7,15.3,,9.4,,21.1,,0.3,,0.3,,0,,0,,0,,0,,0,,2.7,,71,,100,
-77.53333333333333,44.11666666666667,TRENTON A,6158875,6158875.1964.6.8,1964-06-08 00:00:00,ON,1964,6,8,17.3,,10.6,,23.9,,0,,0,,0,,0,,0,,0,,0,,0.7,,57,,100,
-77.53333333333333,44.11666666666667,TRENTON A,6158875,6158875.1964.6.9,1964-06-09 00:00:00,ON,1964,6,9,19.5,,10,,28.9,,0,,0,,0,,0,,0,,0,,1.5,,0,,62,,100,
-77.53333333333333,44.11666666666667,TRENTON A,6158875,6158875.1964.6.10,1964-06-10 00:00:00,ON,1964,6,10,17,,10,,23.9,,0.8,,0.8,,0,,0,,29,,50,,0,,1,,41,,77,
-77.53333333333333,44.11666666666667,TRENTON A,6158875,6158875.1964.6.11,1964-06-11 00:00:00,ON,1964,6,11,14.2,,7.8,,20.6,,0,,0,,0,,0,,0,,0,,0,,3.8,,41,,89,
-77.53333333333333,44.11666666666667,TRENTON A,6158875,6158875.1964.6.12,1964-06-12 00:00:00,ON,1964,6,12,15.6,,7.8,,23.3,,0,T,0,T,0,,0,,16,,31,,0,,2.4,,43,,94,
-77.53333333333333,44.11666666666667,TRENTON A,6158875,6158875.1964.6.13,1964-06-13 00:00:00,ON,1964,6,13,20,,15,,25,,3.6,,3.6,,0,,0,,29,,47,,2,,0,,50,,95,
-77.53333333333333,44.11666666666667,TRENTON A,6158875,6158875.1964.6.14,1964-06-14 00:00:00,ON,1964,6,14,20.3,,15,,25.6,,0,,0,,0,,0,,0,,0,,2.3,,0,,46,,83,
-77.53333333333333,44.11666666666667,TRENTON A,6158875,6158875.1964.6.15,1964-06-15 00:00:00,ON,1964,6,15,13.4,,7.8,,18.9,,8.4,,8.4,,0,,0,,36,,74,,0,,4.6,,61,,96,
-77.53333333333333,44.11666666666667,TRENTON A,6158875,6158875.1964.6.16,1964-06-16 00:00:00,ON,1964,6,16,10.6,,3.9,,17.2,,0,,0,,0,,0,,27,,64,,0,,7.4,,44,,83,
-77.53333333333333,44.11666666666667,TRENTON A,6158875,6158875.1964.6.17,1964-06-17 00:00:00,ON,1964,6,17,15.9,,7.8,,23.9,,0,,0,,0,,0,,32,,48,,0,,2.1,,35,,85,
